repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),Time
10,0.8865384615384615,0.7618424608189515,0.6947303974261432,0.7148775008296803,0.6947303974261432,"[np.float64(0.6978021978021979), np.float64(0.5823863636363636), np.float64(0.7362637362637362), np.float64(0.6674603174603174), np.float64(0.6557971014492754), np.float64(0.6996254681647941), np.float64(0.7893617021276595), np.float64(0.7579365079365079), np.float64(0.6903409090909092), np.float64(0.6703296703296704)]",0 days 00:01:49.939484
