repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),Time
10,0.8828859060402685,0.8232631117544148,0.7570941275988657,0.7796291236632988,0.7570941275988657,"[np.float64(0.7512906846240179), np.float64(0.7676836672738313), np.float64(0.734), np.float64(0.7920833333333331), np.float64(0.7574635241301908), np.float64(0.7778225806451614), np.float64(0.6782184829059829), np.float64(0.7745000000000001), np.float64(0.7821212782994832), np.float64(0.7557577247766576)]",0 days 00:11:40.164923
