repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),Time
10,0.8522388059701493,0.7663212990209731,0.7489734739272191,0.7540344530803869,0.7489734739272191,"[np.float64(0.7357217030114226), np.float64(0.827922077922078), np.float64(0.7723684210526316), np.float64(0.743302752293578), np.float64(0.701651376146789), np.float64(0.6616476289373485), np.float64(0.7947303921568627), np.float64(0.755008210180624), np.float64(0.7598484848484849), np.float64(0.737533692722372)]",0 days 00:02:19.182032
