repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),Time
10,0.8794701986754967,0.7362388838466108,0.6736342595286402,0.6931990671930129,0.6736342595286402,"[np.float64(0.7161654135338346), np.float64(0.6444541231126597), np.float64(0.6059160305343512), np.float64(0.6673992673992674), np.float64(0.6886482939632547), np.float64(0.6705685618729097), np.float64(0.7385864793678665), np.float64(0.7330542264752791), np.float64(0.5269423558897244), np.float64(0.7446078431372548)]",0 days 00:01:33.556111
