repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),Time
10,0.49137931034482757,0.5745635042092481,0.6784929491470836,0.44145795432768387,0.6784929491470836,"[np.float64(0.7115384615384616), np.float64(0.7169811320754718), np.float64(0.560377358490566), np.float64(0.5601851851851851), np.float64(0.7450980392156863), np.float64(0.6730769230769231), np.float64(0.7145833333333333), np.float64(0.6603773584905661), np.float64(0.6638655462184874), np.float64(0.7788461538461539)]",0 days 00:00:06.169824
