repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),Time
10,0.6174496644295302,0.6525953799867557,0.7583013872747881,0.5867353049140502,0.7583013872747881,"[np.float64(0.7872053872053871), np.float64(0.7581208257437765), np.float64(0.7351666666666667), np.float64(0.7331666666666667), np.float64(0.7645716423494202), np.float64(0.7460483870967742), np.float64(0.7777777777777778), np.float64(0.7571666666666668), np.float64(0.7547135473538618), np.float64(0.7690763052208835)]",0 days 00:00:19.338980
