repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),Time
10,0.8965517241379309,0.739366525471292,0.5986880560964911,0.6215121393415999,0.5986880560964911,"[np.float64(0.5833333333333334), np.float64(0.690566037735849), np.float64(0.5716981132075472), np.float64(0.6157407407407407), np.float64(0.6428571428571428), np.float64(0.5641025641025641), np.float64(0.6), np.float64(0.590566037735849), np.float64(0.49019607843137253), np.float64(0.6378205128205128)]",0 days 00:00:17.412783
