repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),Time
10,0.5317307692307692,0.6058707111011729,0.7242283441052267,0.49274589055106055,0.7242283441052267,"[np.float64(0.7142857142857143), np.float64(0.7386363636363636), np.float64(0.7307692307692308), np.float64(0.6976190476190476), np.float64(0.75), np.float64(0.696629213483146), np.float64(0.7234042553191489), np.float64(0.7277777777777779), np.float64(0.7159090909090908), np.float64(0.7472527472527473)]",0 days 00:00:07.480560
