repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),Time
10,0.655223880597015,0.6547280189077137,0.7476438043944942,0.6181750727242423,0.7476438043944942,"[np.float64(0.743336794738664), np.float64(0.794237012987013), np.float64(0.6881578947368422), np.float64(0.7719266055045871), np.float64(0.7106422018348624), np.float64(0.7713741779162341), np.float64(0.7873774509803921), np.float64(0.6638752052545155), np.float64(0.7746212121212122), np.float64(0.77088948787062)]",0 days 00:00:07.856212
