repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),Time
10,0.5715231788079471,0.6035075977192975,0.7332521103927081,0.5176384179797403,0.7332521103927081,"[np.float64(0.7669172932330828), np.float64(0.7187862950058072), np.float64(0.7595419847328244), np.float64(0.7031135531135531), np.float64(0.7181758530183726), np.float64(0.7572463768115942), np.float64(0.7238805970149254), np.float64(0.7013556618819776), np.float64(0.7151211361737677), np.float64(0.7683823529411764)]",0 days 00:00:08.710426
